source,class,sample_id,x,y
noise_sigma_1.0,STEMI,43,7.360279560089111,-1.1889604330062866
noise_sigma_1.0,STEMI,44,7.235923767089844,-0.7222272157669067
noise_sigma_1.0,STEMI,45,6.295957088470459,-1.020018458366394
noise_sigma_1.0,STEMI,46,6.2281599044799805,-1.2618767023086548
noise_sigma_1.0,STEMI,47,6.104753494262695,-1.2018173933029175
noise_sigma_1.0,STEMI,48,6.493417739868164,-1.2339105606079102
noise_sigma_1.0,STEMI,49,6.7794084548950195,-1.3748947381973267
noise_sigma_1.0,STEMI,50,6.786101818084717,-1.102799892425537
noise_sigma_1.0,STEMI,51,6.096806049346924,-1.064719319343567
noise_sigma_1.0,STEMI,52,6.126197814941406,-1.1813496351242065
noise_sigma_1.0,STEMI,53,5.243136882781982,-1.2962545156478882
noise_sigma_1.0,STEMI,54,6.715400695800781,-0.9003216624259949
noise_sigma_1.0,STEMI,55,6.191075325012207,-0.9116224050521851
noise_sigma_1.0,STEMI,56,6.3766984939575195,-1.3781813383102417
noise_sigma_1.0,STEMI,57,6.55475378036499,-0.848076581954956
noise_sigma_1.0,STEMI,58,6.470847129821777,-1.3843514919281006
noise_sigma_1.0,STEMI,59,5.795436382293701,-0.9226617217063904
noise_sigma_1.0,NSTEMI,60,7.079967498779297,-1.6312110424041748
noise_sigma_1.0,NSTEMI,61,6.210247039794922,-1.0803227424621582
noise_sigma_1.0,NSTEMI,62,6.290578842163086,-1.0280674695968628
noise_sigma_1.0,NSTEMI,63,6.8585734367370605,-1.0216715335845947
noise_sigma_1.0,NSTEMI,64,6.873121738433838,-1.0798673629760742
noise_sigma_1.0,NSTEMI,65,7.083789825439453,-1.4478906393051147
noise_sigma_1.0,NSTEMI,66,6.72695779800415,-0.9467254281044006
noise_sigma_1.0,NSTEMI,67,7.177059173583984,-1.5866105556488037
noise_sigma_1.0,NSTEMI,68,6.910943508148193,-1.7267893552780151
noise_sigma_1.0,NSTEMI,69,7.066102981567383,-1.2695467472076416
noise_sigma_1.0,NSTEMI,70,6.2214226722717285,-1.1595386266708374
noise_sigma_1.0,NSTEMI,71,7.340551376342773,-1.3857961893081665
noise_sigma_1.0,NSTEMI,72,7.028895854949951,-1.4158761501312256
noise_sigma_1.0,NSTEMI,73,6.499988079071045,-1.0261330604553223
noise_sigma_1.0,NSTEMI,74,6.265024185180664,-1.0701689720153809
noise_sigma_1.0,NSTEMI,75,6.160286903381348,-1.214704990386963
noise_sigma_1.0,NSTEMI,76,8.791019439697266,-1.7965234518051147
noise_sigma_1.0,NSTEMI,77,7.137413024902344,-1.3893464803695679
noise_sigma_1.0,NSTEMI,78,8.605029106140137,-2.175926923751831
noise_sigma_1.0,NSTEMI,79,5.977151870727539,-0.9362297654151917
noise_sigma_1.0,NSTEMI,80,6.3982415199279785,-1.4806983470916748
noise_sigma_1.0,NSTEMI,81,7.506178379058838,-1.3724983930587769
noise_sigma_1.0,NSTEMI,82,6.094264984130859,-1.123613953590393
noise_sigma_1.0,NSTEMI,83,8.1499662399292,-1.2183254957199097
noise_sigma_1.0,NSTEMI,84,6.755136013031006,-0.9095429182052612
noise_sigma_1.0,NSTEMI,85,7.357549667358398,-1.5877765417099
noise_sigma_1.0,NSTEMI,86,6.420106410980225,-1.459216594696045
noise_sigma_1.0,NSTEMI,87,6.043330192565918,-1.365949034690857
noise_sigma_1.0,NSTEMI,88,6.0287580490112305,-1.4298168420791626
noise_sigma_1.0,NSTEMI,89,6.614394664764404,-1.4762815237045288
noise_sigma_1.0,AFIB,90,7.361998558044434,-1.217377781867981
noise_sigma_1.0,AFIB,91,8.105179786682129,-1.4690099954605103
noise_sigma_1.0,AFIB,92,7.429441928863525,-1.0503495931625366
noise_sigma_1.0,AFIB,93,7.195375442504883,-1.195440411567688
noise_sigma_1.0,AFIB,94,7.001152515411377,-0.6829443573951721
noise_sigma_1.0,AFIB,95,6.40276575088501,-1.5104871988296509
noise_sigma_1.0,AFIB,96,6.465630054473877,-1.597082257270813
noise_sigma_1.0,AFIB,97,6.756616592407227,-1.282422661781311
noise_sigma_1.0,AFIB,98,7.976752281188965,-1.1830006837844849
noise_sigma_1.0,AFIB,99,7.787498474121094,-1.1972341537475586
noise_sigma_1.0,AFIB,100,7.443549156188965,-1.6191493272781372
noise_sigma_1.0,AFIB,101,6.494081497192383,-0.7543862462043762
noise_sigma_1.0,AFIB,102,6.065596103668213,-1.2674025297164917
noise_sigma_1.0,AFIB,103,5.657840728759766,-1.259758472442627
noise_sigma_1.0,AFIB,104,5.535586357116699,-0.5679037570953369
noise_sigma_1.0,AFIB,105,7.78201961517334,-0.9103589057922363
noise_sigma_1.0,AFIB,106,7.242526531219482,-1.0734175443649292
noise_sigma_1.0,AFIB,107,5.534152507781982,-1.1310038566589355
noise_sigma_1.0,AFIB,108,6.582515239715576,-1.3103632926940918
noise_sigma_1.0,AFIB,109,6.985001087188721,-1.525485634803772
noise_sigma_1.0,AFIB,110,6.470098495483398,-1.2010438442230225
noise_sigma_1.0,AFIB,111,6.936574935913086,-1.019415259361267
noise_sigma_1.0,AFIB,112,6.614614009857178,-1.3666976690292358
noise_sigma_1.0,AFIB,113,6.778207302093506,-1.4162399768829346
noise_sigma_1.0,AFIB,114,5.848527908325195,-1.3785638809204102
noise_sigma_1.0,AFIB,115,6.11073637008667,-1.2830860614776611
noise_sigma_1.0,AFIB,116,6.626515865325928,-1.4250622987747192
noise_sigma_1.0,AFIB,117,6.654603958129883,-1.2666728496551514
noise_sigma_1.0,AFIB,118,6.163968086242676,-1.1944559812545776
noise_sigma_1.0,AFIB,119,6.345864295959473,-1.1291176080703735
